Date,AwayTeam,HomeTeam,A_SeaWinPct,A_last3WinPct,A_last5WinPct,A_last10WinPct,H_SeaWinPct,H_last3WinPct,H_last5WinPct,H_last10WinPct
04-04-2019,Texas Rangers,Los Angeles Angels,66.67,0.33,0.4,nan,16.67,0.0,0.0,nan
05-04-2019,Texas Rangers,Los Angeles Angels,71.43,0.33,0.4,nan,14.29,0.0,0.0,nan
06-04-2019,Texas Rangers,Los Angeles Angels,62.5,0.33,0.6,nan,25.0,0.0,0.0,nan
07-04-2019,Texas Rangers,Los Angeles Angels,55.56,0.0,0.4,0.5,33.33,0.33,0.2,0.2
08-04-2019,Milwaukee Brewers,Los Angeles Angels,80.0,0.0,0.4,0.6,40.0,0.33,0.4,0.3
09-04-2019,Milwaukee Brewers,Los Angeles Angels,72.73,0.33,0.4,0.7,45.45,0.33,0.6,0.3
10-04-2019,Milwaukee Brewers,Los Angeles Angels,66.67,0.0,0.2,0.6,50.0,0.33,0.6,0.4
18-04-2019,Seattle Mariners,Los Angeles Angels,61.9,0.0,0.0,0.3,44.44,0.0,0.2,0.5
19-04-2019,Seattle Mariners,Los Angeles Angels,63.64,0.0,0.0,0.2,42.11,0.0,0.0,0.4
20-04-2019,Seattle Mariners,Los Angeles Angels,65.22,0.33,0.2,0.2,40.0,0.0,0.0,0.3
21-04-2019,Seattle Mariners,Los Angeles Angels,66.67,0.33,0.4,0.2,38.1,0.0,0.0,0.2
22-04-2019,New York Yankees,Los Angeles Angels,52.38,0.33,0.4,0.5,40.91,0.0,0.0,0.1
23-04-2019,New York Yankees,Los Angeles Angels,54.55,0.33,0.6,0.6,39.13,0.33,0.2,0.2
24-04-2019,New York Yankees,Los Angeles Angels,56.52,0.33,0.6,0.6,37.5,0.0,0.2,0.1
25-04-2019,New York Yankees,Los Angeles Angels,58.33,0.33,0.6,0.7,36.0,0.0,0.2,0.1
30-04-2019,Toronto Blue Jays,Los Angeles Angels,50.0,0.33,0.4,0.6,41.38,0.0,0.4,0.3
01-05-2019,Toronto Blue Jays,Los Angeles Angels,48.28,0.33,0.6,0.6,43.33,0.33,0.4,0.4
02-05-2019,Toronto Blue Jays,Los Angeles Angels,46.67,0.0,0.4,0.5,45.16,0.33,0.4,0.4
04-05-2019,Houston Astros,Los Angeles Angels,56.25,0.0,0.2,0.4,46.88,0.33,0.6,0.5
05-05-2019,Houston Astros,Los Angeles Angels,57.58,0.0,0.2,0.3,45.45,0.33,0.6,0.6
17-05-2019,Kansas City Royals,Los Angeles Angels,34.09,0.0,0.2,0.3,46.51,0.0,0.2,0.5
18-05-2019,Kansas City Royals,Los Angeles Angels,33.33,0.0,0.2,0.3,47.73,0.0,0.2,0.4
19-05-2019,Kansas City Royals,Los Angeles Angels,32.61,0.0,0.0,0.2,48.89,0.33,0.2,0.5
20-05-2019,Minnesota Twins,Los Angeles Angels,65.22,0.33,0.6,0.6,47.83,0.33,0.4,0.5
21-05-2019,Minnesota Twins,Los Angeles Angels,65.96,0.0,0.4,0.5,46.81,0.0,0.4,0.4
23-05-2019,Minnesota Twins,Los Angeles Angels,66.67,0.33,0.4,0.6,45.83,0.0,0.2,0.3
24-05-2019,Texas Rangers,Los Angeles Angels,51.06,0.33,0.6,0.6,44.9,0.0,0.0,0.3
25-05-2019,Texas Rangers,Los Angeles Angels,52.08,0.33,0.6,0.7,44.0,0.0,0.0,0.2
26-05-2019,Texas Rangers,Los Angeles Angels,51.02,0.33,0.6,0.7,45.1,0.0,0.0,0.2
04-06-2019,Oakland Athletics,Los Angeles Angels,50.0,0.0,0.0,0.4,48.33,0.33,0.4,0.6
05-06-2019,Oakland Athletics,Los Angeles Angels,50.82,0.0,0.0,0.3,47.54,0.0,0.4,0.5
06-06-2019,Oakland Athletics,Los Angeles Angels,50.0,0.33,0.2,0.3,48.39,0.0,0.2,0.5
07-06-2019,Seattle Mariners,Los Angeles Angels,39.39,0.33,0.2,0.2,47.62,0.33,0.2,0.5
08-06-2019,Seattle Mariners,Los Angeles Angels,40.3,0.0,0.2,0.2,46.88,0.0,0.2,0.4
09-06-2019,Seattle Mariners,Los Angeles Angels,39.71,0.33,0.4,0.3,47.69,0.0,0.2,0.3
10-06-2019,Los Angeles Dodgers,Los Angeles Angels,68.18,0.33,0.2,0.6,46.97,0.33,0.2,0.4
11-06-2019,Los Angeles Dodgers,Los Angeles Angels,67.16,0.33,0.4,0.6,47.76,0.0,0.2,0.3
